term,match_method,blob_key,blob_url
Ko‘chatchilik,exact/base,Ko‘chatchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘chatchilik.jpg
Landshaft,exact/base,Landshaft,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Landshaft.jpg
Lavlagi (Beta vulgaris L.),exact/base,Lavlagi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Lavlagi.jpg
Lavlagikor,exact/base,Lavlagikor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Lavlagikor.jpg
Laym (Citrus × aurantiifolia (Christm.) Swingle),exact/base,Laym,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Laym.jpg
Limon (Citrus limon (L.) Osbeck),exact/base,Limon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Limon.jpg
Limon mevasi,exact/base,Limon mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Limon-mevasi.jpg
Limonariy,exact/base,Limonariy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Limonariy.jpg
Madaniy,exact/base,Madaniy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Madaniy.jpg
Madaniy o‘simliklar,exact/base,Madaniy o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Madaniy-o‘simliklar.jpg
Mahalliy,missing,,
Mahalliy o‘simliklar,exact/base,Mahalliy o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mahalliy-o‘simliklar.jpg
Mahalliylashtirmoq,exact/base,Mahalliylashtirmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mahalliylashtirmoq.jpg
Mahalliy o‘g‘itlar,exact/base,Mahalliy o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mahalliy-o‘g‘itlar.jpg
Malina (Rubus idaeus L.),exact/base,Malina,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Malina.jpg
Malina mevasi,exact/base,Malina mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Malina-mevasi.jpg
Malinazor,exact/base,Malinazor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Malinazor.jpg
Mahsuldorlik,missing,,
Mamont daraxti (Sequoiadendron giganteum (Lindl.) J. Buchholz),exact/base,Mamont daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mamont-daraxti.jpg
Mandarin (Citrus reticulata Blanco),exact/base,Mandarin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mandarin.jpg
Mandarin mevasi,exact/base,Mandarin mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mandarin-mevasi.jpg
Mango (Mangifera indica L.),exact/base,Mango,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mango.jpg
Mango mevasi,exact/base,Mango mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mango-mevasi.jpg
Mangustan (Garcinia mangostana L.),exact/base,Mangustan,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mangustan.jpg
Manzarali bog‘dorchilik,exact/base,Manzarali bog‘dorchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Manzarali-bog‘dorchilik.jpg
Manzarali o‘simliklar,exact/base,Manzarali o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Manzarali-o‘simliklar.jpg
Marganesli o‘g‘itlar,exact/base,Marganesli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Marganesli-o‘g‘itlar.jpg
Marjondaraxt (Sambucus L.),exact/base,Marjondaraxt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Marjondaraxt.jpg
Marvarak tut,exact/base,Marvarak tut,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Marvarak-tut.jpg
Maryam daraxti (Vitex agnus-castus L.),exact/base,Maryam daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Maryam-daraxti.jpg
Mauley behisi (Chaenomeles japonica (Thunb.) Lindl. ex Spach; sin. Chaenomeles maulei),exact/base,Mauley behisi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mauley-behisi.jpg
Mavsum,exact/base,Mavsum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mavsum.jpg
Mavsumiy,exact/base,Mavsumiy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mavsumiy.jpg
Mayda bargli jo‘ka (Tilia cordata Mill.),missing,,
Mayiz,exact/base,Mayiz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mayiz.jpg
Maymunjon (Rubus fruticosus L.),exact/base,Maymunjon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Maymunjon.jpg
Maymunjon mevasi,exact/base,Maymunjon mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Maymunjon-mevasi.jpg
Meva (Fructus),exact/base,Meva,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meva.jpg
Mevachilik,exact/base,Mevachilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevachilik.jpg
Mevabarg,missing,,
Mevali,missing,,
Mevasiz,missing,,
Meva sharbati,exact/base,Meva sharbati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Meva-sharbati.jpg
Mevalar va sabzavotlarni saqlash,exact/base,Mevalar va sabzavotlarni saqlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevalar-va-sabzavotlarni-saqlash.jpg
Mevali daraxtlarga shakl berish,exact/base,Mevali daraxtlarga shakl berish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevali-daraxtlarga-shakl-berish.jpg
Mevali daraxtlarni yoshartirish,exact/base,Mevali daraxtlarni yoshartirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevali-daraxtlarni-yoshartirish.jpg
Mevali o‘simliklar,exact/base,Mevali o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mevali-o‘simliklar.jpg
Mezokarp,exact/base,Mezokarp,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mezokarp.jpg
Mikroelementlar,exact/base,Mikroelementlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mikroelementlar.jpg
Mikroo‘g‘itlar,fuzzy>=0.94,Mikro o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mikro-o‘g‘itlar.jpg
Miksborder,exact/base,Miksborder,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Miksborder.jpg
Mineral oziqlanish,exact/base,Mineral oziqlanish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mineral-oziqlanish.jpg
Mineral o‘g‘itlar,exact/base,Mineral o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mineral-o‘g‘itlar.jpg
Mirzaterak (Populus pyramidalis Roz. syn. Populus nigra var. italica),exact/base,Mirzaterak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mirzaterak.jpg
Misli o‘g‘itlar,exact/base,Misli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Misli-o‘g‘itlar.jpg
Mola,missing,,
Molalamoq,exact/base,Molalamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Molalamoq.jpg
Monokarp o‘simliklar,fuzzy>=0.94,Monokarpik o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Monokarpik-o‘simliklar.jpg
Monokultura,exact/base,Monokultura,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Monokultura.jpg
Monosaxaridlar,exact/base,Monosaxaridlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Monosaxaridlar.jpg
Mozaika,exact/base,Mozaika,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mozaika.jpg
Mochevina-formaldegid o‘g‘itlar,exact/base,Mochevina formaldegid o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mochevina-formaldegid-o‘g‘itlar.jpg
Mulchalash,exact/base,Mulchalash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mulchalash.jpg
Mulchalamoq,exact/base,Mulchalamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mulchalamoq.jpg
Murakkab o‘g‘itlar,exact/base,Murakkab o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Murakkab-o‘g‘itlar.jpg
Murakkab shingil,exact/base,Murakkab shingil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Murakkab-shingil.jpg
Murtak,exact/base,Murtak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Murtak.jpg
Muskat,exact/base,Muskat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Muskat.jpg
Mushmula (Mespilus germanica L.),exact/base,Mushmula,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Mushmula.jpg
Namlik,exact/base,Namlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Namlik.jpg
Namozshomgul (Mirabilis jalapa L.),exact/base,Namozshomgul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Namozshomgul.jpg
Nargis (Narcissus L.),exact/base,Nargis,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nargis.jpg
Nasl,exact/base,Nasl,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nasl.jpg
Nastarin (Syringa vulgaris L.),exact/base,Nastarin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nastarin.jpg
Natriyli selitra (NaNO₃),exact/base,Natriyli selitra,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Natriyli-selitra.jpg
Nav,exact/base,Nav,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nav.jpg
Nav almashtirish,exact/base,Nav almashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nav-almashtirish.jpg
Navli,exact/base,Navli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Navli.jpg
Nav nazorati,exact/base,Nav nazorati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nav-nazorati.jpg
Navni rayonlashtirish,exact/base,Navni rayonlashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Navni-rayonlashtirish.jpg
Nav sinash,exact/base,Nav sinash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nav-sinash.jpg
Nashvati,exact/base,Nashvati,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nashvati.jpg
Na’matak (Rosa L.),exact/base,Na’matak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Na’matak.jpg
Nektar,exact/base,Nektar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nektar.jpg
Nektarnik (Nectarium),exact/base,Nektarnik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nektarnik.jpg
Nektarin (Prunus persica (L.) Batsch),exact/base,Nektarin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nektarin.jpg
Nektarin mevasi,exact/base,Nektarin mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nektarin-mevasi.jpg
Nihol,missing,,
Nitratli o‘g‘itlar,exact/base,Nitratli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nitratli-o‘g‘itlar.jpg
Nish,exact/base,Nish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nish.jpg
Nok (Pyrus L.),exact/base,Nok,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nok.jpg
Nok mevasi,exact/base,Nok mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nok-mevasi.jpg
Nokzor,exact/base,Nokzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nokzor.jpg
Nordon,missing,,
Novda,exact/base,Novda,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Novda.jpg
Nyuans,exact/base,Nyuans,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Nyuans.jpg
Obaki,exact/base,Obaki,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Obaki.jpg
Oddiy qarag‘ay (Pinus sylvestris L.),exact/base,Oddiy qarag‘ay,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oddiy-qarag‘ay.jpg
Oddiy qoraqarag‘ay (Picea abies (L.) H.Karst.),exact/base,Oddiy qoraqarag‘ay,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oddiy-qoraqarag‘ay.jpg
Oddiy soxta kashtan (Aesculus hippocastanum L.),exact/base,Oddiy soxta kashtan,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oddiy-soxta-kashtan.jpg
Oddiy tikandaraxt (Gleditsia triacanthos L.),exact/base,Oddiy tikandaraxt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oddiy-tikandaraxt.jpg
Oddiy siren (Syringa vulgaris L.),missing,,
Oila,exact/base,Oila,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oila.jpg
Olma (Malus domestica (Suckow) Borkh.),exact/base,Olma,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma.jpg
Olma mevasi,exact/base,Olma mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-mevasi.jpg
Olmaqoqi,exact/base,Olmaqoqi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olmaqoqi.jpg
Olmazor,exact/base,Olmazor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olmazor.jpg
Olma qurti (Cydia pomonella (L.)),exact/base,Olma qurti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olma-qurti.jpg
Oltingugurt,exact/base,Oltingugurt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oltingugurt.jpg
Oltingugurtli o‘g‘itlar,exact/base,Oltingugurtli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oltingugurtli-o‘g‘itlar.jpg
Olxo‘ri (Prunus domestica L.),exact/base,Olxo‘ri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olxo‘ri.jpg
Olxo‘ri mevasi,exact/base,Olxo‘ri mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olxo‘ri-mevasi.jpg
Olxo‘ri qoqi,exact/base,Olxo‘ri qoqi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olxo‘ri-qoqi.jpg
Olcha (Prunus cerasus L.),exact/base,Olcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olcha.jpg
Olcha mevasi,exact/base,Olcha mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olcha-mevasi.jpg
Olchazor,exact/base,Olchazor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Olchazor.jpg
Onalik,exact/base,Onalik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Onalik.jpg
Oqpalak,exact/base,Oqpalak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oqpalak.jpg
Oqqanot (Aleyrodidae),exact/base,Oqqanot,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oqqanot.jpg
Oranjereya,exact/base,Oranjereya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oranjereya.jpg
Organ,exact/base,Organ,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Organ.jpg
Organik o‘g‘itlar,exact/base,Organik o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Organik-o‘g‘itlar.jpg
Otalik,exact/base,Otalik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Otalik.jpg
Oziqlanmoq,exact/base,Oziqlanmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Oziqlanmoq.jpg
Palak,exact/base,Palak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Palak.jpg
Parnik,exact/base,Parnik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parnik.jpg
Partenokarpiya,exact/base,Partenokarpiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Partenokarpiya.jpg
Parvarishlamoq,exact/base,Parvarishlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parvarishlamoq.jpg
Parxish,exact/base,Parxish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Parxish.jpg
Payvand,exact/base,Payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Payvand.jpg
Payvandi,exact/base,Payvandi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Payvandi.jpg
Payvandlash,missing,,
Payvandlamoq,exact/base,Payvandlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Payvandlamoq.jpg
Payvandtag,exact/base,Payvandtag,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Payvandtag.jpg
Payvandust,exact/base,Payvandust,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Payvandust.jpg
Pekan (Carya illinoinensis (Wangenh.) K.Koch),missing,,
Pekan mevasi,missing,,
Perikarp,exact/base,Perikarp,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Perikarp.jpg
Pergola,exact/base,Pergola,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pergola.jpg
Pestitsidlar,exact/base,Pestitsidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pestitsidlar.jpg
Pikirovka,exact/base,Pikirovka,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pikirovka.jpg
Pista (Pistacia vera L.),exact/base,Pista,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pista.jpg
Pista mevasi,exact/base,Pista mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pista-mevasi.jpg
Pistazor,exact/base,Pistazor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pistazor.jpg
Piyoz (Allium cepa L.),exact/base,Piyoz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Piyoz.jpg
Piyozlilar,exact/base,Piyozlilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Piyozlilar.jpg
Pishmoq,exact/base,Pishmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pishmoq.jpg
Plantaj,exact/base,Plantaj,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Plantaj.jpg
Polikarpik o‘simliklar,exact/base,Polikarpik o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Polikarpik-o‘simliklar.jpg
Polisaxaridlar,exact/base,Polisaxaridlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Polisaxaridlar.jpg
Pomidor (Solanum lycopersicum L.),exact/base,Pomidor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pomidor.jpg
Pomidor zang kanasi (Aculops lycopersici (Massee)),missing,,
Pomologiya,exact/base,Pomologiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Pomologiya.jpg
Poya,exact/base,Poya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Poya.jpg
Purkagich,exact/base,Purkagich,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Purkagich.jpg
Purkamoq,exact/base,Purkamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Purkamoq.jpg
Purkash,exact/base,Purkash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Purkash.jpg
Po‘st,exact/base,Po‘st,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Po‘st.jpg
Po‘stloq,exact/base,Po‘stloq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Po‘stloq.jpg
Po‘choq,exact/base,Po‘choq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Po‘choq.jpg
Qalamcha,exact/base,Qalamcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qalamcha.jpg
Qandak,exact/base,Qandak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qandak.jpg
Qandil sinap,missing,,
Qarag‘aydoshlar (Pinaceae),exact/base,Qarag‘aydoshlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qarag‘aydoshlar.jpg
Qatorlab ekish,exact/base,Qatorlab ekish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qatorlab-ekish.jpg
Qayin (Betula L.),exact/base,Qayin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qayin.jpg
Qayrag‘och (Ulmus L.),exact/base,Qayrag‘och,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qayrag‘och.jpg
Qaychilamoq,exact/base,Qaychilamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qaychilamoq.jpg
Qora qarag‘ay (Pinus nigra J.F.Arnold),exact/base,Qora qarag‘ay,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qora-qarag‘ay.jpg
Qorag‘at (Ribes nigrum L.),exact/base,Qorag‘at,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qorag‘at.jpg
Qulmoq (Humulus lupulus L.),exact/base,Qulmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qulmoq.jpg
Qulupnay (Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier),exact/base,Qulupnay,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Qulupnay.jpg
Radial simmetriya,exact/base,Radial simmetriya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Radial-simmetriya.jpg
Ra’noguldoshlar (Rosaceae Juss.),exact/base,Ra’noguldoshlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ra’noguldoshlar.jpg
Rediska (Raphanus sativus L. var. sativus),exact/base,Rediska,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rediska.jpg
Regeneratsiya,exact/base,Regeneratsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Regeneratsiya.jpg
Remontant,exact/base,Remontant,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Remontant.jpg
Reproduksiya,exact/base,Reproduksiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Reproduksiya.jpg
Reproduktiv,exact/base,Reproduktiv,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Reproduktiv.jpg
Retardant,exact/base,Retardant,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Retardant.jpg
Rezavor,exact/base,Rezavor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rezavor.jpg
Rezavor mevalar,exact/base,Rezavor mevalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rezavor-mevalar.jpg
Rezavorchi,exact/base,Rezavorchi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rezavorchi.jpg
Rezaparvar,exact/base,Rezaparvar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rezaparvar.jpg
Rezavorchilik,exact/base,Rezavorchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rezavorchilik.jpg
Rizosfera,exact/base,Rizosfera,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rizosfera.jpg
Rizosfera mikroorganizmlari,exact/base,Rizosfera mikroorganizmlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rizosfera-mikroorganizmlari.jpg
Rotatsion motiga,exact/base,Rotatsion motiga,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rotatsion-motiga.jpg
Rotatsion boronalar,exact/base,Rotatsion boronalar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rotatsion-boronalar.jpg
Rozetka,exact/base,Rozetka,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rozetka.jpg
Rozmarin,exact/base,Rozmarin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rozmarin.jpg
Rudiment,exact/base,Rudiment,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rudiment.jpg
Rux (Zn),exact/base,Rux,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rux.jpg
Rux sulfat (ZnSO₄),exact/base,Rux sulfat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Rux-sulfat.jpg
Ruxli o‘g‘itlar,exact/base,Ruxli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ruxli-o‘g‘itlar.jpg
Sabina archasi (Juniperus sabina L.),exact/base,Sabina archasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabina-archasi.jpg
Sabz urmoq,exact/base,Sabz urmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabz-urmoq.jpg
Sabzavot,exact/base,Sabzavot,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabzavot.jpg
Sabzavot ekinlari,exact/base,Sabzavot ekinlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabzavot-ekinlari.jpg
Sabzavotkor,exact/base,Sabzavotkor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabzavotkor.jpg
Sabzavotchilik,exact/base,Sabzavotchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabzavotchilik.jpg
Sabzi (Daucus carota subsp. sativus (Hoffm.) Schübl. & G.Martens),exact/base,Sabzi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sabzi.jpg
Sadaqayrag‘och (Ulmus minor subsp. minor; syn. Ulmus densa Litv.),exact/base,Sadaqayrag‘och,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sadaqayrag‘och.jpg
Sallagul (Paeonia L.),exact/base,Sallagul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sallagul.jpg
Sambitgul (Nerium oleander L.),exact/base,Sambitgul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sambitgul.jpg
Samarador harorat,exact/base,Samarador harorat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Samarador-harorat.jpg
Saratoniy,exact/base,Saratoniy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Saratoniy.jpg
Sarimsoq (Allium sativum L.),exact/base,Sarimsoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Sarimsoq.jpg
